59,SOC,3564,10,Lecture,3,Courts And Corrections,W,06:30 PM-09:30 PM,BEH S 101,DCE,"TYLER, D.",1004
60,SOC,3593,1,Independent Study,1.0 - 3.0,Criminology Internship,TBA,TBA,TBA,,"BENCH, L. L.",1004
61,SOC,3950,1,Independent Study,1.0 - 3.0,Individual Research,TBA,TBA,TBA,,"RHODEWALT, F.",1004
62,SOC,3950,2,Independent Study,1.0 - 3.0,Individual Research,TBA,TBA,TBA,,"MARTINEZ, T. A.",1004
65,SOC,3950,5,Independent Study,1.0 - 3.0,Individual Research,TBA,TBA,TBA,,"GUBIN, O. I.",1004
66,SOC,3951,1,Independent Study,1.0 - 3.0,Directed Reading,TBA,TBA,TBA,,"RHODEWALT, F.",1004
67,SOC,3952,1,Independent Study,1.0 - 3.0,Individual Internships,TBA,TBA,TBA,,"RHODEWALT, F.",1004
68,SOC,3952,4,Independent Study,1.0 - 3.0,Individual Internships,TBA,TBA,TBA,,"GOODMAN, M. N.",1004
69,SOC,3952,5,Independent Study,1.0 - 3.0,Individual Internships,TBA,TBA,TBA,,"GILLESPIE, D. L.",1004
70,SOC,3965,1,Lecture,3,Urban Sociology,"M,W,F",02:00 PM-02:50 PM,BEH S 420,,"KENTOR, J. D.",1004
72,SOC,6950,1,Independent Study,1.0 - 3.0,Indiv Research-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1004
73,SOC,6950,2,Independent Study,1.0 - 3.0,Indiv Research-Masters,TBA,TBA,TBA,,"BURNS, T. J.",1004
74,SOC,6951,1,Independent Study,1.0 - 3.0,Dir Reading-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1004
75,SOC,6965,1,Seminar,3,Special Topics,"M,W,F",02:00 PM-02:50 PM,BEH S 420,,"KENTOR, J. D.",1004
77,SOC,6977,1,Thesis Research,1.0 - 9.0,Thesis Research-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1004
78,SOC,6988,1,Independent Study,3,Fac Consult-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1004
79,SOC,7950,1,Independent Study,1.0 - 3.0,Indiv Research-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1004
80,SOC,7951,1,Independent Study,1.0 - 3.0,Directed Reading-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1004
81,SOC,7977,1,Thesis Research,1.0 - 9.0,Dissert Research-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1004
82,SOC,7977,2,Thesis Research,1.0 - 9.0,Dissert Research-PhD,TBA,TBA,TBA,,"COLLETTE, J. P.",1004
83,SOC,7977,3,Thesis Research,1.0 - 9.0,Dissert Research-PhD,TBA,TBA,TBA,,"MILLER, G. A.",1004
86,SOC,7977,4,Thesis Research,1.0 - 9.0,Dissert Research-PhD,TBA,TBA,TBA,,"BURNS, T. J.",1004
87,SOC,7988,1,Independent Study,3,Fac Consultation-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1004
88,SOC,7999,1,Continuing Registration,0,Continuing Registration,TBA,TBA,TBA,,"MILLER, G. A.",1004
2,SOC,1010,1,Lecture,3,Intro To Sociology,"M,W,F",08:35 AM-09:25 AM,S BEH AUD .,BF,"BURNS, T. J.",1008
3,SOC,1010,2,Lecture,3,Intro To Sociology,"M,W,F",12:55 PM-01:45 PM,SW 134,BF,"BURNS, T. J.",1008
4,SOC,1010,3,Lecture,3,Intro To Sociology,"M,W,F",07:30 AM-08:20 AM,BEH S 102,BF,"RIGBY, B. D.",1008
5,SOC,1010,4,Lecture,3,Intro To Sociology,"T,H",02:00 PM-03:20 PM,BEH S 101,BF,"RIGBY, B. D.",1008
6,SOC,1010,10,Lecture,3,Intro To Sociology,M,06:30 PM-09:30 PM,BEH S 102,AOCE BF,"TELFORD, T. A.",1008
7,SOC,1010,20,Lecture,3,Intro To Sociology,T,06:30 PM-09:30 PM,BOUNTIFUL .,AOCE BF,"KEARIN, T.",1008
8,SOC,1010,70,Lecture,3,Intro To Sociology,W,06:30 PM-09:30 PM,SANDY .,AOCE BF,"TELFORD, T. A.",1008
9,SOC,1020,1,Lecture,3,Social Problems,"M,W,F",10:45 AM-11:35 AM,BEH S 101,BF,"GOODMAN, M. N.",1008
10,SOC,1020,2,Lecture,3,Social Problems,"T,H",07:30 AM-08:50 AM,BEH S 112,BF,"WILLIGAN, J. D.",1008
11,SOC,3020,1,Lecture,3,Social Psychology,"T,H",10:45 AM-12:05 PM,BEH S 101,,"WILLIGAN, J. D.",1008
12,SOC,3020,2,Lecture,3,Social Psychology,"T,H",02:00 PM-03:20 PM,BEH S 112,,"WILLIGAN, J. D.",1008
13,SOC,3020,10,Lecture,3,Social Psychology,W,06:30 PM-09:30 PM,BEH S 112,AOCE,"HOSSAIN, S.",1008
15,SOC,3030,1,Lecture,3,Social Structure,"M,W,F",10:45 AM-11:35 AM,BEH S 114,,"GUBIN, O. I.",1008
18,SOC,3111,2,Lecture,3,Research Methods,"T,H",10:45 AM-12:05 PM,BEH S 115,,"MILLER, G. A.",1008
23,SOC,3111,5,Lecture,3,Research Methods,"T,H",09:10 AM-10:30 AM,BEH S 101,,"MILLER, G. A.",1008
24,SOC,3111,10,Lecture,3,Research Methods,W,06:45 PM-09:45 PM,BEH S 114,AOCE,"BENCH, L. L.",1008
25,SOC,3111,20,Lecture,3,Research Methods,M,06:30 PM-09:30 PM,BOUNTIFUL .,AOCE,"GOODMAN, M. N.",1008
26,SOC,3111,70,Lecture,3,Research Methods,H,06:30 PM-09:30 PM,SANDY .,AOCE,"ALLEN, T. D.",1008
27,SOC,3112,1,Lecture,4,Social Statistics,"M,W,F",02:00 PM-02:50 PM,BEH S 101,QBQI,"KUO, W. H.",1008
29,SOC,3112,2,Lecture,4,Social Statistics,"T,H",09:10 AM-10:30 AM,BEH S 114,QBQI,"KENTOR, J. D.",1008
31,SOC,3140,1,Lecture,3,Social Theory,"M,W,F",12:55 PM-01:45 PM,BEH S 115,,"GUBIN, O. I.",1008
32,SOC,3140,2,Lecture,3,Social Theory,"T,H",10:45 AM-12:05 PM,BEH S 114,,"SHARDA, B. D.",1008
33,SOC,3140,10,Lecture,3,Social Theory,W,06:30 PM-09:30 PM,BEH S 115,AOCE,"KOSTUCHENKO, O. A.",1008
34,SOC,3334,1,Lecture,3,American Class System,"T,H",12:25 PM-01:45 PM,BEH S 106,,"SHARDA, B. D.",1008
35,SOC,3337,1,Lecture,3,Sociology Of Gender,"M,W,F",08:35 AM-09:25 AM,BEH S 102,DVBI,"GOODMAN, M. N.",1008
40,SOC,3365,1,Lecture,3,Ethnic Minorities Amer,"T,H",12:25 PM-01:45 PM,BEH S 112,DVBI,"MARTINEZ, T. A.",1008
42,SOC,3380,10,Lecture,3,Race/Ethncty/Cls/Gender,T,06:30 PM-09:30 PM,BEH S 106,AOCE DV,"TYLER, D.",1008
46,SOC,3435,1,Lecture,3,Soc Of Econ Development,"M,W,F",10:45 AM-11:35 AM,BEH S 102,,"KUO, W. H.",1008
48,SOC,3437,1,Lecture,3,Aggr/Conflct/Violenc,"M,W,F",12:55 PM-01:45 PM,BEH S 101,BI,"GOODMAN, M. N.",1008
49,SOC,3438,1,Lecture,3,Soc of Marriage & Fam,"M,W,F",09:40 AM-10:30 AM,BEH S 102,,"LEHTINEN, M. W.",1008
50,SOC,3438,2,Lecture,3,Soc of Marriage & Fam,"T,H",09:10 AM-10:30 AM,AEB 320,,"KOSTUCHENKO, O. A.",1008
51,SOC,3438,20,Lecture,3,Soc of Marriage & Fam,H,06:30 PM-09:30 PM,BOUNTIFUL .,AOCE,"KOSTUCHENKO, O. A.",1008
52,SOC,3450,1,Lecture,3,Population & Society,"T,H",07:30 AM-08:50 AM,BEH S 114,QBQI,"BEAN, L. L.",1008
53,SOC,3471,1,Lecture,3,Soc Of Health,"T,H",07:30 AM-08:50 AM,BEH S 102,,"COLLETTE, J. P.",1008
54,SOC,3471,2,Lecture,3,Soc Of Health,"T,H",12:25 PM-01:45 PM,BEH S 101,,"COLLETTE, J. P.",1008
55,SOC,3473,1,Lecture,3,Social Epidemiology,"T,H",10:45 AM-12:05 PM,BEH S 102,QBQI,"COLLETTE, J. P.",1008
57,SOC,3560,10,Lecture,3,Deviant Beh/Soc Control,H,06:30 PM-09:30 PM,BEH S 116,AOCE,"TYLER, D.",1008
58,SOC,3560,70,Lecture,3,Deviant Beh/Soc Control,H,06:30 PM-09:30 PM,SANDY .,AOCE,"HOSSAIN, I.",1008
59,SOC,3561,1,Lecture,3,Criminology,"M,W,F",09:40 AM-10:30 AM,BEH S 110,,"SMITH, G. W.",1008
60,SOC,3561,10,Lecture,3,Criminology,H,06:30 PM-09:30 PM,BEH S 101,AOCE,"CELINSKA, K.",1008
61,SOC,3561,70,Lecture,3,Criminology,T,06:30 PM-09:30 PM,SANDY .,AOCE,"HOSSAIN, I.",1008
64,SOC,3562,1,Lecture,3,Juvenile Delinquency,"M,W,F",02:00 PM-02:50 PM,BEH S 102,,"LEHTINEN, M. W.",1008
65,SOC,3562,20,Lecture,3,Juvenile Delinquency,H,06:30 PM-09:30 PM,BOUNTIFUL .,AOCE,"KEARIN, T.",1008
66,SOC,3563,1,Lecture,3,Law Enf/Admin of Just,"M,W,F",03:05 PM-03:55 PM,BEH S 101,,"SMITH, G. W.",1008
67,SOC,3593,1,Independent Study,1.0 - 3.0,Criminology Internship,TBA,TBA,TBA,,"BENCH, L. L.",1008
68,SOC,3950,1,Independent Study,1.0 - 3.0,Individual Research,TBA,TBA,TBA,,"RHODEWALT, F.",1008
69,SOC,3951,1,Independent Study,1.0 - 3.0,Directed Reading,TBA,TBA,TBA,,"RHODEWALT, F.",1008
70,SOC,3951,3,Independent Study,1.0 - 3.0,Directed Reading,TBA,TBA,TBA,,"KENTOR, J. D.",1008
71,SOC,3952,1,Independent Study,1.0 - 3.0,Individual Internships,TBA,TBA,TBA,,"RHODEWALT, F.",1008
72,SOC,3965,1,Lecture,3,White Collar Crime,T,06:30 PM-09:30 PM,BEH S 101,AOCE,"HINES, M. E.",1008
86,SOC,6950,1,Independent Study,1.0 - 3.0,Indiv Research-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1008
89,SOC,6951,1,Independent Study,1.0 - 3.0,Dir Reading-Masters,TBA,TBA,TBA,,"GUBIN, O. I.",1008
90,SOC,6977,1,Thesis Research,1.0 - 9.0,Thesis Research-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1008
91,SOC,6988,1,Independent Study,3,Fac Consult-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1008
92,SOC,7950,1,Independent Study,1.0 - 3.0,Indiv Research-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1008
93,SOC,7951,1,Independent Study,1.0 - 3.0,Directed Reading-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1008
94,SOC,7977,1,Thesis Research,1.0 - 9.0,Dissert Research-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1008
95,SOC,7988,1,Independent Study,3,Fac Consultation-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1008
96,SOC,7999,1,Continuing Registration,0,Continuing Registration,TBA,TBA,TBA,,"MILLER, G. A.",1008
2,SOC,1010,1,Lecture,3,Intro To Sociology,"M,W,F",08:35 AM-09:25 AM,S BEH AUD .,BF,"LUND, D. A.",1014
3,SOC,1010,2,Lecture,3,Intro To Sociology,"M,W,F",12:55 PM-01:45 PM,SW 134,BF,"LUND, D. A.",1014
4,SOC,1010,3,Lecture,3,Intro To Sociology,"T,H",07:30 AM-08:50 AM,BEH S 116,BF,"RIGBY, B. D.",1014
5,SOC,1010,10,Lecture,3,Intro To Sociology,M,06:30 PM-09:30 PM,BEH S 115,AOCE BF,"RIGBY, B. D.",1014
6,SOC,1020,1,Lecture,3,Social Problems,"T,H",10:45 AM-12:05 PM,BEH S 115,BF,"WILLIGAN, J. D.",1014
7,SOC,1020,70,Lecture,3,Social Problems,T,06:30 PM-09:30 PM,SANDY .,AOCE BF,"HOSSAIN, I.",1014
8,SOC,3020,1,Lecture,3,Social Psychology,"M,W,F",10:45 AM-11:35 AM,BEH S 114,,"GILLESPIE, D. L.",1014
9,SOC,3020,2,Lecture,3,Social Psychology,"M,W,F",12:55 PM-01:45 PM,BEH S 110,,"GILLESPIE, D. L.",1014
10,SOC,3020,70,Lecture,3,Social Psychology,W,06:30 PM-09:30 PM,SANDY .,AOCE,"HOSSAIN, S.",1014
11,SOC,3030,1,Lecture,3,Social Structure,"M,W,F",09:40 AM-10:30 AM,BEH S 101,,"GUBIN, O. I.",1014
12,SOC,3030,20,Lecture,3,Social Structure,T,06:30 PM-09:30 PM,BOUNTIFUL .,AOCE,"KOSTUCHENKO, O. A.",1014
13,SOC,3030,70,Lecture,3,Social Structure,W,06:30 PM-09:30 PM,SANDY .,AOCE,"KOSTUCHENKO, O. A.",1014
14,SOC,3111,1,Lecture,3,Research Methods,"T,H",09:10 AM-10:30 AM,BEH S 115,,"MILLER, G. A.",1014
15,SOC,3111,10,Lecture,3,Research Methods,T,07:00 PM-09:30 PM,BEH S 116,AOCE,"BENCH, L. L.",1014
16,SOC,3112,1,Lecture,4,Social Statistics,"M,W,F",09:40 AM-10:30 AM,BEH S 102,QBQI,"KUO, W. H.",1014
18,SOC,3112,2,Lecture,4,Social Statistics,"T,H",09:10 AM-10:30 AM,BEH S 114,QBQI,"KENTOR, J. D.",1014
20,SOC,3112,3,Lecture,4,Social Statistics,"T,H",12:25 PM-01:45 PM,BEH S 114,QBQI,"KENTOR, J. D.",1014
24,SOC,3112,10,Lecture,4,Social Statistics,T,06:30 PM-10:00 PM,BEH S 106,AOCE QBQI,"ALLEN, T. D.",1014
25,SOC,3112,20,Lecture,4,Social Statistics,W,06:30 PM-10:00 PM,BOUNTIFUL .,AOCE QBQI,"GOODMAN, M. N.",1014
26,SOC,3112,70,Lecture,4,Social Statistics,H,06:30 PM-10:00 PM,SANDY .,AOCE QBQI,"ALLEN, T. D.",1014
27,SOC,3140,1,Lecture,3,Social Theory,"M,W,F",11:50 AM-12:40 PM,BEH S 116,,"GUBIN, O. I.",1014
28,SOC,3140,2,Lecture,3,Social Theory,"T,H",10:45 AM-12:05 PM,BEH S 116,,"SHARDA, B. D.",1014
30,SOC,3140,70,Lecture,3,Social Theory,M,06:30 PM-09:30 PM,SANDY .,AOCE,"GOODMAN, M. N.",1014
31,SOC,3337,1,Lecture,3,Sociology Of Gender,"M,W,F",08:35 AM-09:25 AM,BEH S 116,DVBI,"GILLESPIE, D. L.",1014
33,SOC,3337,2,Lecture,3,Sociology Of Gender,"M,W,F",10:45 AM-11:35 AM,BEH S 102,DVBI,"GOODMAN, M. N.",1014
35,SOC,3341,1,Lecture,3,Social Inequality,"T,H",09:10 AM-10:30 AM,BEH S 102,,"SHARDA, B. D.",1014
36,SOC,3365,70,Lecture,3,Ethnic Minorities Amer,T,06:30 PM-09:30 PM,SANDY .,AOCE DVBI,"TYLER, D.",1014
37,SOC,3380,70,Lecture,3,Race/Ethncty/Cls/Gender,W,06:30 PM-09:30 PM,SANDY .,AOCE DV,"TYLER, D.",1014
38,SOC,3431,10,Lecture,3,Social Change,W,06:30 PM-09:30 PM,BEH S 107,AOCE,"GUBIN, O. I.",1014
39,SOC,3431,70,Lecture,3,Social Change,M,06:30 PM-09:30 PM,SANDY .,AOCE,"KOSTUCHENKO, O. A.",1014
40,SOC,3433,1,Lecture,3,Formal Organizations,"T,H",10:45 AM-12:05 PM,BEH S 107,,"MILLER, G. A.",1014
41,SOC,3438,1,Lecture,3,Soc of Marriage & Fam,"M,W,F",12:55 PM-01:45 PM,AEB 340,,"KOWALESKI-JONES, L.",1014
42,SOC,3438,70,Lecture,3,Soc of Marriage & Fam,H,06:30 PM-09:30 PM,SANDY .,AOCE,"KOSTUCHENKO, O. A.",1014
46,SOC,3450,1,Lecture,3,Population & Society,"T,H",07:30 AM-08:50 AM,BEH S 102,QBQI,"BEAN, L. L.",1014
48,SOC,3471,20,Lecture,3,Soc Of Health,H,06:30 PM-09:30 PM,BOUNTIFUL .,AOCE,"KEARIN, T.",1014
49,SOC,3472,1,Lecture,3,Soc of Mental Health,"T,H",10:45 AM-12:05 PM,BEH S 101,,"COLLETTE, J. P.",1014
50,SOC,3473,1,Lecture,3,Social Epidemiology,"T,H",07:30 AM-08:50 AM,BEH S 115,QBQI,"COLLETTE, J. P.",1014
51,SOC,3473,2,Lecture,3,Social Epidemiology,"T,H",12:25 PM-01:45 PM,BEH S 110,QBQI,"COLLETTE, J. P.",1014
52,SOC,3474,1,Lecture,3,Mental Hlth Asian-Am,"M,W,F",11:50 AM-12:40 PM,BEH S 107,,"KUO, W. H.",1014
53,SOC,3560,1,Lecture,3,Deviant Beh/Soc Control,"T,H",09:10 AM-10:30 AM,BEH S 112,,"MARTINEZ, T. A.",1014
54,SOC,3560,20,Lecture,3,Deviant Beh/Soc Control,T,06:30 PM-09:30 PM,BOUNTIFUL .,AOCE,"KEARIN, T.",1014
55,SOC,3561,1,Lecture,3,Criminology,"T,H",02:00 PM-03:20 PM,BEH S 101,,"GOODMAN, M. N.",1014
56,SOC,3562,10,Lecture,3,Juvenile Delinquency,H,06:30 PM-09:30 PM,BEH S 116,AOCE,"HOSSAIN, I.",1014
57,SOC,3563,10,Lecture,3,Law Enf/Admin of Just,W,06:30 PM-09:30 PM,BEH S 112,AOCE,"HINES, M. E.",1014
58,SOC,3593,1,Independent Study,1.0 - 3.0,Criminology Internship,TBA,TBA,TBA,,"BENCH, L. L.",1014
59,SOC,3877,1,Lecture,1.0 - 3.0,Pre-Senior Thesis Sem,TBA,TBA,TBA,,"WILLIGAN, J. D.",1014
60,SOC,3950,1,Independent Study,1.0 - 3.0,Individual Research,TBA,TBA,TBA,,"RHODEWALT, F.",1014
61,SOC,3951,1,Independent Study,1.0 - 3.0,Directed Reading,TBA,TBA,TBA,,"RHODEWALT, F.",1014
64,SOC,3951,3,Independent Study,1.0 - 3.0,Directed Reading,TBA,TBA,TBA,,"SHELBY, J.",1014
65,SOC,3952,1,Independent Study,1.0 - 3.0,Individual Internships,TBA,TBA,TBA,,"RHODEWALT, F.",1014
66,SOC,3965,1,Lecture,3,Global Population Problems,"T,H",02:00 PM-03:20 PM,OSH 273,,"WILLIGAN, J. D.",1014
68,SOC,4999,1,Honors Thesis Project,3,Honors Thesis/Project,TBA,TBA,TBA,CW HON,"RHODEWALT, F.",1014
69,SOC,6950,1,Independent Study,1.0 - 3.0,Indiv Research-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1014
70,SOC,6951,1,Independent Study,1.0 - 3.0,Dir Reading-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1014
71,SOC,6977,1,Thesis Research,1.0 - 9.0,Thesis Research-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1014
72,SOC,6988,1,Independent Study,3,Fac Consult-Masters,TBA,TBA,TBA,,"RHODEWALT, F.",1014
73,SOC,7950,1,Independent Study,1.0 - 3.0,Indiv Research-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1014
74,SOC,7951,1,Independent Study,1.0 - 3.0,Directed Reading-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1014
75,SOC,7977,1,Thesis Research,1.0 - 9.0,Dissert Research-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1014
76,SOC,7988,1,Independent Study,3,Fac Consultation-PhD,TBA,TBA,TBA,,"RHODEWALT, F.",1014
77,SOC,7999,1,Continuing Registration,0,Continuing Registration,TBA,TBA,TBA,,"MILLER, G. A.",1014
2,SOC,1010,1,Lecture,3,Intro To Sociology,"M,W,F",08:35 AM-09:25 AM,S BEH AUD .,BF,"LUND, D. A.",1018
3,SOC,1010,2,Lecture,3,Intro To Sociology,"M,W,F",12:55 PM-01:45 PM,SW 134,BF,"MARTINEZ, T. A.",1018
4,SOC,1010,3,Lecture,3,Intro To Sociology,"T,H",07:30 AM-08:50 AM,BEH S 115,BF,"RIGBY, B. D.",1018
5,SOC,1010,10,Lecture,3,Intro To Sociology,T,06:00 PM-08:45 PM,BEH S 110,BF,"DOWNEY, D. J.",1018
6,SOC,1010,20,Lecture,3,Intro To Sociology,H,06:00 PM-08:45 PM,BOUNTIFUL .,BF,"KEARIN, T.",1018
7,SOC,1010,70,Lecture,3,Intro To Sociology,W,06:00 PM-08:45 PM,SANDY .,BF,"RIGBY, B. D.",1018
8,SOC,1020,1,Lecture,3,Social Problems,"T,H",07:30 AM-08:50 AM,BEH S 102,BF,"PAGE, F. J.",1018
9,SOC,1020,2,Lecture,3,Social Problems,"M,W,F",11:50 AM-12:40 PM,BEH S 112,BF,"DOWNEY, D. J.",1018
10,SOC,3020,1,Lecture,3,Social Psychology,"M,W,F",10:45 AM-11:35 AM,BEH S 102,,"PAGE, F. J.",1018
11,SOC,3020,2,Lecture,3,Social Psychology,"T,H",10:45 AM-12:05 PM,BEH S 102,,"PAGE, F. J.",1018
12,SOC,3020,10,Lecture,3,Social Psychology,W,06:00 PM-08:45 PM,BEH S 112,,"HOSSAIN, S.",1018
14,SOC,3030,1,Lecture,3,Social Structure,"M,W,F",08:35 AM-09:25 AM,BEH S 102,,"JANG, Y. S.",1018
