"PreMajor","IMajor","FMajor","Masters","PhD","Prof","NM","total","MeanAge","Males","White","FT","Transfer","Resident","Foreign","MeanCredits","MeanTransCredit","MeanUCredit","MeanUGPA","MeanHSGPA","MeanTransGPA","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","Fresh","Soph","Jr","Sen","Grad","C1","C2","C3","C4","C5","HS1","HS2","HS3","HS4","HS5","T1","T2","T3","T4","T5","cnum","secnum","term","Dept"
"10","1","27","0","0","0","0","38","25.9","37%","84%","66%","79%","97%","0%","11.5","60.5","42.9","3.11","3.18","3.07","Sociology","SS Behav Science & Health","Political Science","Business","Psychology","Human Develop & Family Std","History","Biology","Social Work","Intmd Psychology","0%","13%","45%","42%","0%","SOC 3140 - Social Theory","SOC 3438 - Soc of Marriage & Fam","SOC 3112 - Social Statistics","SOC 3562 - Juvenile Delinquency","BSH 5000 - BS&H Capstone","ALTA HIGH SCHOOL","SKYLINE HIGH SCHOOL","EAST HIGH SCHOOL","HILLCREST HIGH SCHOO","JORDAN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","WESTMINSTER COLLEGE OF SALT LAKE CITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","WEBER STATE UNIVERSITY",3111,70,1044,"SOC"
"8","1","16","0","0","0","0","25","23.7","56%","80%","76%","44%","92%","0%","13.2","57.4","47.7","2.81","3.23","3.10","Sociology","Undeclared","Political Science","Intmd Business","Biology","Business","SS Behav Science & Health","Anthropology","Mechanical Engg","Film Studies","4%","24%","36%","36%","0%","SOC 3433 - Formal Organizations","SOC 3562 - Juvenile Delinquency","WRTG 3400 - Professional Writing","SOC 3111 - Research Methods","SOC 3140 - Social Theory","JUDGE MEMORIAL HIGH","BONNEVILLE HIGH SCHO","BRIGHTON HIGH SCHOOL","CREEKSIDE HIGH SCHOO","DAVIS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","COMMUNITY COLLEGE OF DENVER","GULF COAST COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY",3112,1,1044,"SOC"
"5","2","37","0","0","0","0","44","23.6","45%","77%","86%","66%","95%","0%","13.5","49.5","53.5","2.81","3.40","3.08","Sociology","Undeclared","SS Behav Science & Health","Mass Communication","Intmd Business","Anthropology","Elementary Education","English","Speech & Hearing Sci","Economics","0%","14%","41%","45%","0%","SOC 3140 - Social Theory","SOC 3433 - Formal Organizations","SOC 3561 - Criminology","SOC 3030 - Social Structure","SOC 3111 - Research Methods","HIGHLAND HIGH SCHOOL","SKYLINE HIGH SCHOOL","BONNEVILLE HIGH SCHO","DIXIE HIGH SCHOOL","HILLCREST HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","KILGORE COLLEGE",3112,2,1044,"SOC"
"7","0","25","0","0","0","0","32","25.0","41%","75%","78%","63%","84%","3%","13.4","52.9","55.1","2.64","3.38","3.12","Sociology","SS Behav Science & Health","History","Political Science","Social Work","English","Economics","Biology","Psychology","International Studies","3%","6%","53%","38%","0%","SOC 3020 - Social Psychology","SOC 3111 - Research Methods","SOC 3380 - Race/Ethncty/Cls/Gender","SOC 3562 - Juvenile Delinquency","WRTG 3400 - Professional Writing","BOUNTIFUL HIGH SCHOO","BRIGHTON HIGH SCHOOL","HIGHLAND HIGH SCHOOL","HORIZONTE INSTRUCTIO","KAHUKU HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","WESTMINSTER COLLEGE OF SALT LAKE CITY","BRIGHAM YOUNG UNIVERSITY","COLLEGE OF THE SEQUOIAS",3112,3,1044,"SOC"
"11","0","23","0","0","0","0","34","24.3","47%","82%","82%","38%","88%","3%","13.0","50.1","66.1","2.84","3.29","3.11","Sociology","Education","Political Science","Social Work","Undeclared","Medicine","Philosophy","English","Architectural Studies","Physical Therapy","3%","15%","35%","47%","0%","SOC 3140 - Social Theory","SOC 3020 - Social Psychology","SOC 3111 - Research Methods","SOC 3435 - Soc Of Econ Development","WRTG 3400 - Professional Writing","JUDGE MEMORIAL HIGH","MURRAY HIGH SCHOOL","SKYLINE HIGH SCHOOL","BEN LOMOND HIGH SCHO","BOZEMAN SENIOR HIGH","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","COLORADO MOUNTAIN COLLEGE","DIXIE STATE COLLEGE","SANTA ANA COLLEGE",3112,4,1044,"SOC"
"13","1","35","0","0","0","1","50","24.5","54%","76%","86%","60%","84%","2%","13.5","56.3","43.4","2.80","3.13","3.00","Sociology","Undeclared","Education","Human Develop & Family Std","Political Science","Mass Communication","Architectural Studies","Mathematics","Communication Skills","Law","4%","18%","52%","26%","0%","SOC 3112 - Social Statistics","SOC 3111 - Research Methods","SOC 3562 - Juvenile Delinquency","SOC 3030 - Social Structure","SOC 3337 - Sociology Of Gender","HILLCREST HIGH SCHOO","PARK CITY HIGH SCHOO","JUDGE MEMORIAL HIGH","BRIGHTON HIGH SCHOOL","CYPRUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","DIXIE STATE COLLEGE","UTAH VALLEY STATE COLLEGE",3140,1,1044,"SOC"
"5","0","45","0","0","0","0","50","23.5","40%","66%","90%","44%","94%","0%","13.4","47.6","63.4","2.85","3.28","2.92","Sociology","Political Science","Undeclared","Economics","Psychology","SS Behav Science & Health","Human Develop & Family Std","Speech Communication","Law",NA,"0%","10%","38%","52%","0%","SOC 3111 - Research Methods","SOC 3020 - Social Psychology","SOC 3561 - Criminology","SOC 3438 - Soc of Marriage & Fam","SOC 3112 - Social Statistics","BRIGHTON HIGH SCHOOL","MURRAY HIGH SCHOOL","WOODS CROSS HIGH SCH","ALTA HIGH SCHOOL","BONNEVILLE HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY","COLLEGE OF EASTERN UTAH",3140,2,1044,"SOC"
"12","0","29","0","0","0","0","41","26.9","34%","83%","44%","66%","95%","0%","9.5","57.1","48.4","3.01","3.41","3.09","Sociology","Education","Psychology","Communication Skills","Political Science","Pharmacy","Art","Consumer & Community Stds","Business","Undeclared","0%","5%","41%","54%","0%","SOC 3111 - Research Methods","SOC 3560 - Deviant Beh/Soc Control","SOC 3438 - Soc of Marriage & Fam","PSYCH 3400 - Abnormal Behavior","SOC 3020 - Social Psychology","AMERICAN FORK HIGH S","COPPER HILLS HIGH SC","ALTA HIGH SCHOOL","BRIGHTON HIGH SCHOOL","COTTONWOOD HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","WESTMINSTER COLLEGE OF SALT LAKE CITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY HAWAII CAMPUS","COLLEGE OF EASTERN UTAH",3140,70,1044,"SOC"
"3","9","21","0","0","0","0","33","24.9","21%","85%","91%","58%","97%","0%","14.2","44.6","56.5","3.28","3.55","3.29","Intmd Psychology","Political Science","Sociology","English","Medicine","Intmd Business","SS Behav Science & Health","Spanish","SS Composite Tchg","Anthropology","0%","9%","33%","58%","0%","PSYCH 3010 - Research Methods Psych","BIOL 2020 - Princ of Cell Biology","UGS 3025 - Service Scholar Seminar","SOC 3438 - Soc of Marriage & Fam","ESSF 1700 - Yoga Elementary","ALTA HIGH SCHOOL","COTTONWOOD HIGH SCHO","BOUNTIFUL HIGH SCHOO","EAST HIGH SCHOOL","GRAND COUNTY HIGH SC","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY","DIXIE STATE COLLEGE","SNOW COLLEGE",3200,1,1044,"SOC"
"14","2","23","0","0","0","0","39","21.9","51%","92%","79%","51%","97%","0%","12.5","53.9","39.2","3.11","3.52","3.36","Sociology","Biology","English","Intmd Psychology","Undeclared","Materials Science & Engg","Nursing","Pharmacy","Computer Science","Computer Engineering","8%","23%","38%","31%","0%","SOC 3438 - Soc of Marriage & Fam","COMM 1270 - Analysis Of Argument","PSYCH 3010 - Research Methods Psych","SOC 3140 - Social Theory","SOC 3112 - Social Statistics","COPPER HILLS HIGH SC","OLYMPUS HIGH SCHOOL","WATERFORD SCHOOL","BOUNTIFUL HIGH SCHOO","DAVIS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","DIXIE STATE COLLEGE","UTAH STATE UNIVERSITY","ARMY EDUCATION CENTER",3337,1,1044,"SOC"
"7","8","29","0","0","0","0","44","23.1","59%","82%","89%","45%","84%","0%","13.9","62.7","47.3","2.82","3.28","3.17","Sociology","Intmd Psychology","Undeclared","Biology","Political Science","Psychology","Occupational Therapy","History BA","Business","Economics","2%","11%","43%","43%","0%","SOC 3111 - Research Methods","SOC 3561 - Criminology","PSYCH 3010 - Research Methods Psych","PSYCH 3000 - Statistical Methods Psy","SOC 3438 - Soc of Marriage & Fam","JORDAN HIGH SCHOOL","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","JUDGE MEMORIAL HIGH","ALTA HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","SOUTHERN UTAH UNIVERSITY","ARMY EDUCATION CENTER","COLLEGE OF EASTERN UTAH",3337,2,1044,"SOC"
"22","1","32","0","0","0","0","55","24.1","51%","67%","82%","67%","85%","2%","13.0","54.8","47.6","2.82","3.27","3.01","Sociology","Undeclared","Computer Science","Social Work","Business","Electrical Engg","Exercise & Sport Sci","Economics","Mass Communication","Occupational Therapy","5%","18%","36%","40%","0%","SOC 3020 - Social Psychology","SOC 3140 - Social Theory","SOC 3030 - Social Structure","ESSF 1111 - Aerobics","WRTG 3400 - Professional Writing","SKYLINE HIGH SCHOOL","KEARNS HIGH SCHOOL","MURRAY HIGH SCHOOL","ARROWHEAD HIGH SCHOO","CRAWFORD HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","DIXIE STATE COLLEGE","SNOW COLLEGE","UTAH STATE UNIVERSITY",3365,1,1044,"SOC"
"10","7","37","1","0","0","1","56","24.9","38%","71%","70%","55%","89%","2%","12.3","49.8","56.3","2.84","3.15","3.19","Sociology","Intmd Psychology","Political Science","Undeclared","Psychology","Intmd Business","Economics","Biology","Information Systems","Linguistics MA","4%","14%","41%","39%","2%","SOC 3112 - Social Statistics","ESSF 1700 - Yoga Elementary","SOC 3140 - Social Theory","SOC 3020 - Social Psychology","SOC 3438 - Soc of Marriage & Fam","SKYLINE HIGH SCHOOL","EAST HIGH SCHOOL","KAHUKU HIGH SCHOOL","ALTA HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","COLLEGE OF EASTERN UTAH","SNOW COLLEGE","UTAH STATE UNIVERSITY","WEBER STATE UNIVERSITY",3380,10,1044,"SOC"
"13","2","48","0","0","0","0","63","24.2","40%","62%","75%","59%","83%","2%","12.4","51.6","51.2","2.89","3.24","3.11","Sociology","Political Science","Psychology","Human Develop & Family Std","Undeclared","Education","Business","Intmd Psychology","English","Music","3%","13%","41%","43%","0%","SOC 3562 - Juvenile Delinquency","SOC 3030 - Social Structure","SOC 3140 - Social Theory","SOC 3561 - Criminology","SOC 3565 - Women and Crime","JUDGE MEMORIAL HIGH","ALTA HIGH SCHOOL","DAVIS HIGH SCHOOL","WEST JORDAN HIGH SCH","BOUNTIFUL HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","UTAH STATE UNIVERSITY","WEBER STATE UNIVERSITY","WESTMINSTER COLLEGE OF SALT LAKE CITY",3431,1,1044,"SOC"
"9","4","24","0","0","0","0","37","23.0","62%","78%","76%","65%","70%","0%","12.3","53.5","46.0","2.45","3.38","3.03","Sociology","Business","Intmd Business","Economics","Intmd Psychology","Speech Communication","Psychology","Architectural Studies","Geography","Human Develop & Family Std","3%","11%","49%","38%","0%","SOC 3112 - Social Statistics","ESSF 1310 - Bowling Elem","SOC 3030 - Social Structure","SOC 3140 - Social Theory","SOC 3562 - Juvenile Delinquency","JUDGE MEMORIAL HIGH","BONNEVILLE HIGH SCHO","CRAWFORD HIGH SCHOOL","HIGHLAND HIGH SCHOOL","JORDAN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","KILGORE COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","COMPTON COMMUNITY COLLEGE",3433,1,1044,"SOC"
"5","1","17","0","0","0","0","23","24.1","61%","65%","78%","48%","96%","4%","13.7","45.4","65.9","2.94","3.28","3.16","Sociology","Political Science","Economics","Undeclared","Finance","Film Studies","Law","Intmd Business","Biology",NA,"0%","9%","43%","48%","0%","SOC 3112 - Social Statistics","SOC 3020 - Social Psychology","SOC 3030 - Social Structure","SOC 3111 - Research Methods","GERM 3900 - Special Topics","JUDGE MEMORIAL HIGH","OLYMPUS HIGH SCHOOL","WEST JORDAN HIGH SCH","JOEL E FERRIS HIGH S","PARK CITY HIGH SCHOO","DIXIE STATE COLLEGE","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","ARMY EDUCATION CENTER","MASSACHUSETTS BAY COMMUNITY COLLEGE",3435,1,1044,"SOC"
"14","3","43","0","0","0","0","60","23.1","43%","87%","93%","48%","92%","2%","13.8","46.9","53.7","3.01","3.39","3.16","Sociology","Human Develop & Family Std","Psychology","Economics","Mass Communication","Political Science","Intmd Psychology","Undeclared","History BA","Dentistry","2%","12%","42%","45%","0%","SOC 3337 - Sociology Of Gender","SOC 3140 - Social Theory","SOC 3030 - Social Structure","SOC 3565 - Women and Crime","ESSF 1310 - Bowling Elem","ALTA HIGH SCHOOL","COPPER HILLS HIGH SC","HIGHLAND HIGH SCHOOL","MURRAY HIGH SCHOOL","PARK CITY HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO",3438,1,1044,"SOC"
"9","1","29","0","0","0","0","39","28.3","38%","85%","59%","67%","100%","0%","11.1","63.1","46.8","3.15","3.29","3.25","Sociology","Psychology","Education","Undeclared","Political Science","Business","Human Develop & Family Std","Intmd Psychology","SS Behav Science & Health","Economics","0%","13%","36%","51%","0%","SOC 3560 - Deviant Beh/Soc Control","SOC 3140 - Social Theory","SOC 3965 - Special Topics","SOC 3112 - Social Statistics","BSH 5000 - BS&H Capstone","BRIGHTON HIGH SCHOOL","AMERICAN FORK HIGH S","BASIC HIGH SCHOOL","BINGHAM HIGH SCHOOL","GRANITE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","WESTMINSTER COLLEGE OF SALT LAKE CITY","COLLEGE OF EASTERN UTAH",3438,70,1044,"SOC"
"7","2","57","0","0","0","1","67","25.7","55%","82%","88%","57%","93%","0%","13.9","52.3","59.5","3.19","3.44","3.10","Political Science","Sociology","Biology","Mass Communication","Special Education","Environmental Studies","Speech Communication","Business","Undeclared","Social Work","3%","3%","19%","75%","0%","SOC 3140 - Social Theory","WRTG 3400 - Professional Writing","POL S 5810 - Senior Seminar","SOC 3562 - Juvenile Delinquency","ED PS 5965 - Special Topics","EAST HIGH SCHOOL","OLYMPUS HIGH SCHOOL","HIGHLAND HIGH SCHOOL","JUDGE MEMORIAL HIGH","OGDEN SENIOR HIGH SC","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","UTAH STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","DIXIE STATE COLLEGE",3450,1,1044,"SOC"
"12","0","25","0","0","0","1","38","25.8","58%","95%","58%","53%","92%","0%","11.3","49.8","60.8","3.07","3.37","3.12","Sociology","SS Behav Science & Health","Psychology","Medicine","Political Science","Education","Dentistry","Undeclared","Business","Russian","0%","11%","37%","53%","0%","SOC 3140 - Social Theory","SOC 3561 - Criminology","SOC 3030 - Social Structure","SOC 3564 - Criminal Courts & Corrections","SOC 3111 - Research Methods","BRIGHTON HIGH SCHOOL","HIGHLAND HIGH SCHOOL","ALTA HIGH SCHOOL","AMERICAN FORK HIGH S","ARROWHEAD HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","BOISE STATE UNIVERSITY","COLLEGE OF EASTERN UTAH","COLORADO MOUNTAIN COLLEGE",3471,10,1044,"SOC"
"3","1","65","0","0","0","0","69","25.7","45%","83%","75%","51%","96%","0%","13.3","51.6","76.5","3.12","3.46","3.20","SS Behav Science & Health","Sociology","Psychology","Mass Communication","Physical Therapy","Pharmacy","Intmd Psychology","English","Biology","Political Science","0%","4%","3%","93%","0%","BSH 5000 - BS&H Capstone","ECON 5190 - Health Economics","MKTG 3000 - Marketing Vision","PSYCH 3010 - Research Methods Psych","SOC 3111 - Research Methods","OLYMPUS HIGH SCHOOL","HIGHLAND HIGH SCHOOL","BRIGHTON HIGH SCHOOL","DAVIS HIGH SCHOOL","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","UTAH STATE UNIVERSITY",3473,1,1044,"SOC"
"9","1","29","0","0","0","0","39","27.2","38%","85%","62%","56%","95%","0%","11.1","52.5","51.2","3.01","3.24","3.16","Sociology","Economics","Psychology","Political Science","Speech Communication","Parks Recreation & Tourism","Education","Intmd Psychology","Medicine","Business","3%","13%","49%","36%","0%","SOC 3140 - Social Theory","SOC 3438 - Soc of Marriage & Fam","SOC 3030 - Social Structure","SOC 3020 - Social Psychology","SOC 3380 - Race/Ethncty/Cls/Gender","HILLCREST HIGH SCHOO","JORDAN HIGH SCHOOL","AMERICAN FORK HIGH S","BOUNTIFUL HIGH SCHOO","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","DIXIE STATE COLLEGE","FOOTHILL COLLEGE","ILLINOIS CENTRAL COLLEGE",3560,70,1044,"SOC"
