"PreMajor","IMajor","FMajor","Masters","PhD","Prof","NM","total","MeanAge","Males","White","FT","Transfer","Resident","Foreign","MeanCredits","MeanTransCredit","MeanUCredit","MeanUGPA","MeanHSGPA","MeanTransGPA","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","Fresh","Soph","Jr","Sen","Grad","C1","C2","C3","C4","C5","HS1","HS2","HS3","HS4","HS5","T1","T2","T3","T4","T5","cnum","secnum","term","Dept"
"6","0","35","0","0","0","0","41","25.3","56%","80%","76%","54%","88%","0%","13.3","49.0","65.4","2.96","3.24","3.05","Sociology","Political Science","SS Behav Science & Health","Mass Communication","Biology","Social Work","International Studies","Anthropology","Medicine","Nursing","0%","5%","34%","61%","0%","SOC 3111 - Research Methods","SOC 3565 - Women and Crime","ESSF 1145 - Bowling Elem","SOC 3140 - Social Theory","SOC 3965 - Special Topics","HIGHLAND HIGH SCHOOL","ALTA HIGH SCHOOL","CLARKFIELD HIGH SCHO","EAST CARBON HIGH SCH","FOUNTAIN VALLEY HIGH","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","UTAH STATE UNIVERSITY","GOLDEN WEST COLLEGE","NORTHWEST SHOALS COMMUNITY COLLEGE",3112,1,1058,"ANTH"
"109","5","106","0","0","0","4","224","21.1","53%","77%","83%","22%","88%","2%","12.7","29.0","28.0","2.84","3.43","3.33","Undeclared","Business","Sociology","Medicine","Psychology","Nursing","Law","Education","Music","Architectural Studies","46%","31%","14%","9%","0%","PSY 1010 - General Psychology","PHIL 1000 - Intro: Survey of Philosophy","IS 1420 - Computer Essentials","BUS 1050 - Foundations of Business","POLS 1100 - US National Govt","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","EAST HIGH SCHOOL","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","UTAH VALLEY STATE COLLEGE","UTAH STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY",1010,1,1064,"ANTH"
"70","6","63","0","0","0","3","142","20.7","58%","72%","89%","20%","88%","5%","13.0","28.0","22.7","2.71","3.43","3.25","Undeclared","Business","Art","Medicine","Education","Psychology","Political Science","Intmd Business","Sociology","Intmd Psychology","53%","32%","11%","5%","0%","BUS 1050 - Foundations of Business","HIST 1700 - American Civilization","IS 1420 - Computer Essentials","PSY 1010 - General Psychology","WRTG 2010 - Intermediate Writing","ALTA HIGH SCHOOL","EAST HIGH SCHOOL","JUAN DIEGO CATHOLIC","HIGHLAND HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","UTAH STATE UNIVERSITY","SNOW COLLEGE","SOUTHERN UTAH UNIVERSITY",1010,2,1064,"ANTH"
"14","4","16","0","0","0","0","34","22.3","62%","85%","82%","26%","91%","3%","13.2","33.5","39.8","2.88","3.50","3.21","Undeclared","Psychology","Sociology","Intmd Business","Political Science","Business","Law","Dentistry","English","Architectural Studies","38%","18%","26%","18%","0%","MATH 1090 - Coll Alg Bus/Soc Sci","SOC 1010 - Intro To Sociology","SOC 3334 - American Class System","SOC 3030 - Social Structure","BUS 1050 - Foundations of Business","BOUNTIFUL HIGH SCHOO","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","UINTAH HIGH SCHOOL","BONNEVILLE HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","LDS BUSINESS COLLEGE","MESA COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE",1020,1,1064,"ANTH"
"14","1","22","0","0","0","0","37","22.8","59%","92%","95%","27%","81%","0%","13.4","35.8","46.8","3.00","3.41","3.27","Undeclared","Business","Sociology","Medicine","Political Science","Education","Film Studies","Architectural Studies","Nursing","Theatre","24%","22%","24%","30%","0%","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","BIOL 1210 - Principles of Biology","HIST 1700 - American Civilization","MATH 1100 - Quant Analysis","HIGHLAND HIGH SCHOOL","ALTA HIGH SCHOOL","OLYMPUS HIGH SCHOOL","WEST JORDAN HIGH SCH","ARROWHEAD HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","DIXIE STATE COLLEGE","SHERIDAN COLLEGE","SNOW COLLEGE",1020,2,1064,"ANTH"
"8","1","28","0","0","0","0","37","24.7","51%","84%","84%","59%","95%","0%","12.7","47.9","48.5","2.78","3.46","3.12","Sociology","Undeclared","Political Science","SS Behav Science & Health","Education","Exercise & Sport Sci","Human Develop & Family Std","Art","Mass Communication","Business","0%","22%","46%","32%","0%","SOC 3140 - Social Theory","SOC 3030 - Social Structure","SOC 3471 - Soc Of Health","SOC 3562 - Juvenile Delinquency","SOC 3112 - Social Statistics","BRIGHTON HIGH SCHOOL","OLYMPUS HIGH SCHOOL","ALTA HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","CAPITAL HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","BARSTOW COLLEGE","BRIGHAM YOUNG UNIVERSITY",3111,1,1064,"ANTH"
"90","8","81","0","0","0","3","182","21.0","48%","76%","86%","21%","84%","4%","12.7","30.5","36.9","3.00","3.53","3.26","Undeclared","Business","Education","Psychology","Sociology","Intmd Business","Pharmacy","Law","Computer Science","Chemical Engg","55%","25%","12%","8%","0%","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","PSY 1010 - General Psychology","HIST 1700 - American Civilization","MUSC 1010 - Introduction to Music","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","COTTONWOOD HIGH SCHO","SKYLINE HIGH SCHOOL","FOREIGN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY","WEBER STATE UNIVERSITY",1010,1,1068,"ANTH"
"88","7","67","0","0","0","3","165","20.6","52%","70%","85%","19%","81%","8%","12.6","34.1","34.3","2.69","3.44","3.30","Undeclared","Business","Medicine","Sociology","Nursing","Education","Social Work","Psychology","Intmd Business","Intmd Psychology","54%","27%","12%","7%","0%","WRTG 2010 - Intermediate Writing","PHIL 1000 - Intro: Survey of Philosophy","HIST 1700 - American Civilization","BUS 1050 - Foundations of Business","PSY 1010 - General Psychology","BRIGHTON HIGH SCHOOL","OLYMPUS HIGH SCHOOL","EAST HIGH SCHOOL","ALTA HIGH SCHOOL","FOREIGN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","LDS BUSINESS COLLEGE","WEBER STATE UNIVERSITY",1010,2,1068,"ANTH"
"15","2","20","0","0","0","0","37","21.8","43%","78%","84%","19%","89%","0%","12.6","31.2","50.1","2.78","3.49","3.33","Undeclared","Medicine","Sociology","Psychology","Art","English","Political Science","Business","Intmd Business","SS Behav Science & Health","46%","22%","11%","22%","0%","WRTG 2010 - Intermediate Writing","MATH 1010 - Intrm Algebra","ANTH 1020 - Human Origin Evol/Diver","PHYS 1060 - The Universe","HIST 1700 - American Civilization","LONE PEAK HIGH SCHOO","DAVIS HIGH SCHOOL","TAYLORSVILLE HIGH SC","WEST HIGH SCHOOL","AIR ACADEMY HIGH SCH","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","FORT SCOTT COMMUNITY COLLEGE","LDS BUSINESS COLLEGE","UTAH VALLEY STATE COLLEGE",1020,1,1068,"ANTH"
"14","7","18","0","0","0","0","39","20.7","49%","82%","97%","23%","87%","5%","13.5","46.8","33.9","3.05","3.45","3.40","Undeclared","Intmd Business","Psychology","Mass Communication","Film Studies","Business","Sociology","Japanese","Biology","Consumer & Community Stds","28%","36%","23%","13%","0%","ACCTG 2010 - Financial Accounting","MGT 2340 - Business Statistics","BUS 1050 - Foundations of Business","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","WEST HIGH SCHOOL","ALTA HIGH SCHOOL","BRIGHTON HIGH SCHOOL","HILLCREST HIGH SCHOO","JUAN DIEGO CATHOLIC","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","OKLAHOMA STATE UNIVERSITY MAIN CAMPUS","UNIV S JUDAS TADEU","UTAH STATE UNIVERSITY",1020,2,1068,"ANTH"
"3","0","30","0","0","0","1","34","23.5","41%","76%","91%","29%","88%","3%","14.0","37.7","60.6","3.02","3.44","3.17","Sociology","SS Behav Science & Health","Political Science","Education","Environmental Studies","Undeclared","Psychology","Speech Communication","International Student Exchange",NA,"9%","12%","35%","44%","0%","SOC 3020 - Social Psychology","SOC 3112 - Social Statistics","SOC 3140 - Social Theory","SOC 3673 - Social Epidemiology","BIOL 2420 - Human Physiology","EAST HIGH SCHOOL","HILLCREST HIGH SCHOO","UINTAH HIGH SCHOOL","BINGHAM HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY","NEW MEXICO STATE UNIVERSITY MAIN CAMPUS","SALT LAKE COMMUNITY COLLEGE",3111,1,1068,"ANTH"
"2","0","13","0","0","0","0","15","23.4","73%","80%","80%","47%","73%","0%","13.5","43.7","58.9","2.75","3.29","3.13","Sociology","Social Work","SS Behav Science & Health","Exercise & Sport Sci","English","Nursing","Architectural Studies","Undeclared",NA,NA,"0%","20%","33%","47%","0%","SOC 3111 - Research Methods","FCS 3450 - Family Economic Issues","ASTR 1080 - Does Et Exist?","SOC 3020 - Social Psychology","SOC 3435 - Soc Of Econ Development","BOUNTIFUL HIGH SCHOO","BRIGHTON HIGH SCHOOL","COTTONWOOD HIGH SCHO","FREMONT HIGH SCHOOL","LOUISVILLE HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","SAN JOAQUIN DELTA COLLEGE","SOUTHERN UTAH UNIVERSITY","UNIVERSITY OF SOUTH FLORIDA","UTAH STATE UNIVERSITY",3112,1,1068,"ANTH"
"83","2","62","0","0","0","2","149","21.1","58%","77%","85%","13%","87%","2%","12.9","22.8","32.4","2.80","3.46","3.22","Undeclared","Business","Psychology","Architectural Studies","Medicine","Sociology","Biomedical Engineering","Dentistry","Physical Therapy","Nursing","40%","40%","14%","7%","0%","PSY 1010 - General Psychology","CHEM 1220 - General Chemistry II","WRTG 2010 - Intermediate Writing","PHIL 1001 - Intro: Ethical Dilemmas","CHEM 1225 - General Chem Lab II","BRIGHTON HIGH SCHOOL","OLYMPUS HIGH SCHOOL","JUDGE MEMORIAL HIGH","BINGHAM HIGH SCHOOL","EAST HIGH SCHOOL","BRIGHAM YOUNG UNIVERSITY","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","WEBER STATE UNIVERSITY","SALT LAKE COMMUNITY COLLEGE",1010,1,1074,"ANTH"
"69","4","60","0","0","0","1","134","21.6","49%","81%","84%","14%","84%","2%","13.0","28.1","27.1","2.77","3.43","3.13","Undeclared","Business","Nursing","Psychology","Law","Medicine","Social Work","Biology","Communication Skills","Sociology","47%","33%","10%","10%","0%","BUS 1050 - Foundations of Business","WRTG 2010 - Intermediate Writing","PHIL 1000 - Intro: Survey of Philosophy","POLS 1100 - US National Govt","MATH 1100 - Quant Analysis","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","ST JOSEPH CATHOLIC H","MURRAY HIGH SCHOOL","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO",1010,2,1074,"ANTH"
"26","2","25","0","0","0","1","54","21.9","44%","69%","83%","22%","85%","2%","13.0","35.2","36.4","2.90","3.47","3.14","Undeclared","Business","Sociology","Education","Art","Medicine","Architectural Studies","Mechanical Engg","Speech Communication","Mass Communication","33%","31%","26%","9%","0%","BUS 1050 - Foundations of Business","HIST 1700 - American Civilization","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","ECON 2020 - Princ Of Macroeconomics","JUDGE MEMORIAL HIGH","HIGHLAND HIGH SCHOOL","BINGHAM HIGH SCHOOL","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","COFFEYVILLE COMMUNITY COLLEGE","MT SAN ANTONIO COLLEGE",1020,1,1074,"ANTH"
"5","0","10","0","0","0","0","15","23.7","47%","80%","100%","67%","100%","0%","13.5","58.2","51.7","3.22","3.43","3.08","Sociology","Human Develop & Family Std","Environmental Studies","Art","Law","Political Science","SS Behav Science & Health","Medicine","Undeclared","Business","0%","13%","60%","27%","0%","SOC 3140 - Social Theory","SOC 3561 - Criminology","SOC 3020 - Social Psychology","MATH 4020 - Math Elem Sch Tchrs II","SOC 3112 - Social Statistics","CARRABASSETT VALLEY","COTTONWOOD HIGH SCHO","DAVIS HIGH SCHOOL","EL DORADO HIGH SCHOO","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","LDS BUSINESS COLLEGE","UNIVERSITY OF ALASKA ANCHORAGE CAMPUS","UTAH STATE UNIVERSITY",3111,1,1074,"ANTH"
"71","18","68","0","0","0","2","159","21.5","53%","71%","87%","30%","84%","8%","13.5","32.5","38.0","2.82","3.47","3.21","Undeclared","Business","Intmd Business","Biology","Psychology","Sociology","Education","Law","Intmd Mechanical Engg","Medicine","38%","31%","21%","10%","0%","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","MATH 1010 - Intrm Algebra","PHYS 2010 - General Physics I","PHIL 1000 - Intro: Survey of Philosophy","SKYLINE HIGH SCHOOL","BRIGHTON HIGH SCHOOL","FOREIGN HIGH SCHOOL","OLYMPUS HIGH SCHOOL","COPPER HILLS HIGH SC","UTAH VALLEY STATE COLLEGE","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","SNOW COLLEGE","DIXIE STATE COLLEGE",1010,1,1078,"ANTH"
"51","6","56","0","0","0","1","114","21.4","62%","74%","88%","24%","80%","6%","13.7","34.8","33.9","2.84","3.48","3.18","Undeclared","Business","Intmd Business","Psychology","Education","Architectural Studies","Pharmacy","Mechanical Engg","Mass Communication","Medicine","51%","28%","13%","8%","0%","WRTG 2010 - Intermediate Writing","PSY 1010 - General Psychology","BUS 1050 - Foundations of Business","PHIL 1000 - Intro: Survey of Philosophy","MATH 1090 - Coll Alg Bus/Soc Sci","BRIGHTON HIGH SCHOOL","ALTA HIGH SCHOOL","EAST HIGH SCHOOL","COTTONWOOD HIGH SCHO","DAVIS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","COLLEGE OF EASTERN UTAH","COLLEGE OF THE NORTH ATLANTIC QATAR","FLORIDA COMMUNITY COLLEGE OF JACKSONVILLE",1010,2,1078,"ANTH"
"26","5","28","0","0","0","0","59","21.2","71%","78%","81%","22%","83%","2%","12.3","34.0","45.1","2.88","3.42","3.23","Undeclared","Sociology","Medicine","Mechanical Engg","Intmd Business","Business","Psychology","Biology","Nursing","Education","34%","36%","15%","15%","0%","WRTG 2010 - Intermediate Writing","ATHL 1200 - Football-Men","ESSF 1145 - Bowling Elem","HIST 1700 - American Civilization","H EDU 3000 - Human Sexuality","ALTA HIGH SCHOOL","SKYLINE HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","BRIGHTON HIGH SCHOOL","OLYMPUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","CERRITOS COLLEGE","COMMUNITY COLLEGE OF S NEVADA",1020,1,1078,"ANTH"
"25","4","20","0","0","0","3","52","21.4","44%","71%","81%","21%","73%","4%","12.8","35.1","36.7","2.77","3.44","3.20","Undeclared","Business","Mass Communication","Art","Intmd Business","Sociology","Pharmacy","Non Matriculated","Psychology","Intmd Mechanical Engg","56%","25%","10%","10%","0%","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","MATH 1050 - Coll Alg","PSY 1010 - General Psychology","IS 2010 - Computer Essentials","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","GRAND COUNTY HIGH SC","HIGHLAND HIGH SCHOOL","WATERFORD SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","MOUNTAIN STATE UNIVERSITY","SANTA MONICA COLLEGE","SEATTLE UNIVERSITY",1020,2,1078,"ANTH"
"2","1","13","0","0","0","0","16","26.4","38%","81%","75%","63%","88%","0%","13.4","52.9","65.4","3.18","3.26","2.88","Sociology","Education","Film Studies","Spanish","Intmd Psychology","Anthropology","Psychology","Undeclared","Biology","Human Dev & Family Std","0%","6%","56%","38%","0%","SOC 3380 - Race/Ethncty/Cls/Gender","SOC 3020 - Social Psychology","PSY 3120 - Cognitive Psychology","SOC 1010 - Intro To Sociology","SOC 3140 - Social Theory","DAV STARR JORDAN HIG","GRAND COUNTY HIGH SC","HIGHLAND HIGH SCHOOL","MURRAY HIGH SCHOOL","NORTHRIDGE HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","LDS BUSINESS COLLEGE","UTAH STATE UNIVERSITY","WESTMINSTER COLLEGE OF SALT LAKE CITY",3111,1,1078,"ANTH"
"7","0","21","0","0","0","0","28","25.8","71%","68%","79%","57%","82%","4%","13.4","49.3","56.3","2.76","3.24","3.19","Sociology","SS Behav Science & Health","Mass Communication","Biology","Art","Art History","Film Studies","Engineering","Psychology","Political Science","4%","7%","46%","43%","0%","SOC 3561 - Criminology","SOC 3337 - Sociology Of Gender","HIST 4090 - Perspectives World Hlth","SOC 3020 - Social Psychology","SOC 3111 - Research Methods","OLYMPUS HIGH SCHOOL","SKYLINE HIGH SCHOOL","BINGHAM HIGH SCHOOL","BRIGHTON HIGH SCHOOL","COTTONWOOD HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","CONCORDIA UNIVERSITY-WISCONSIN","DIXIE STATE COLLEGE","HARTNELL COLLEGE",3112,1,1078,"ANTH"
"67","3","57","0","0","0","0","127","20.8","54%","66%","78%","13%","83%","9%","13.5","26.3","26.3","2.61","3.41","3.08","Undeclared","Business","Medicine","Mass Communication","Sociology","Biology","Chemical Engg","Nursing","Social Work","Intmd Psychology","52%","32%","12%","4%","0%","PSY 1010 - General Psychology","IS 2010 - Computer Essentials","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","LEAP 1100 - LEAP Sem in Humanities","FOREIGN HIGH SCHOOL","OLYMPUS HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","SKYLINE HIGH SCHOOL","JUAN DIEGO CATHOLIC","SALT LAKE COMMUNITY COLLEGE","CASPER COLLEGE","COLLEGE OF EASTERN UTAH","COLLEGE OF THE CANYONS","MID-AMERICA NAZARENE COLLEGE",1010,1,1084,"ANTH"
