"PreMajor","IMajor","FMajor","Masters","PhD","Prof","NM","total","MeanAge","Males","White","FT","Transfer","Resident","Foreign","MeanCredits","MeanTransCredit","MeanUCredit","MeanUGPA","MeanHSGPA","MeanTransGPA","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","Fresh","Soph","Jr","Sen","Grad","C1","C2","C3","C4","C5","HS1","HS2","HS3","HS4","HS5","T1","T2","T3","T4","T5","cnum","secnum","term","Dept"
"80","8","80","0","0","0","3","171","20.7","54%","85%","88%","23%","81%","4%","12.7","34.3","33.4","2.65","3.42","3.22","Undeclared","Business","Intmd Business","Sociology","Medicine","Psychology","Nursing","Education","Law","Exercise & Sport Sci","57%","23%","13%","6%","0%","BUS 1050 - Foundations of Business","WRTG 2010 - Intermediate Writing","MATH 1010 - Intrm Algebra","MATH 1090 - Coll Alg Bus/Soc Sci","HIST 1700 - American Civilization","DAVIS HIGH SCHOOL","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","HIGHLAND HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","LDS BUSINESS COLLEGE","SOUTHERN UTAH UNIVERSITY","WESTMINSTER COLLEGE OF SALT LAKE CITY",1010,2,1058,"PSY"
"109","5","106","0","0","0","4","224","21.1","53%","77%","83%","22%","88%","2%","12.7","29.0","28.0","2.84","3.43","3.33","Undeclared","Business","Sociology","Medicine","Psychology","Nursing","Law","Education","Music","Architectural Studies","46%","31%","14%","9%","0%","PSY 1010 - General Psychology","PHIL 1000 - Intro: Survey of Philosophy","IS 1420 - Computer Essentials","BUS 1050 - Foundations of Business","POLS 1100 - US National Govt","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","EAST HIGH SCHOOL","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","UTAH VALLEY STATE COLLEGE","UTAH STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY",1010,1,1064,"PSY"
"70","6","63","0","0","0","3","142","20.7","58%","72%","89%","20%","88%","5%","13.0","28.0","22.7","2.71","3.43","3.25","Undeclared","Business","Art","Medicine","Education","Psychology","Political Science","Intmd Business","Sociology","Intmd Psychology","53%","32%","11%","5%","0%","BUS 1050 - Foundations of Business","HIST 1700 - American Civilization","IS 1420 - Computer Essentials","PSY 1010 - General Psychology","WRTG 2010 - Intermediate Writing","ALTA HIGH SCHOOL","EAST HIGH SCHOOL","JUAN DIEGO CATHOLIC","HIGHLAND HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","UTAH STATE UNIVERSITY","SNOW COLLEGE","SOUTHERN UTAH UNIVERSITY",1010,2,1064,"PSY"
"4","2","26","0","0","0","0","32","25.1","44%","81%","81%","50%","97%","0%","12.8","46.4","62.4","2.84","3.39","3.20","Sociology","Undeclared","Human Develop & Family Std","Intmd Psychology","English","Theatre","Mass Communication","Business","Film Studies","Communication Skills","3%","13%","34%","50%","0%","SOC 3111 - Research Methods","SOC 3112 - Social Statistics","SOC 3561 - Criminology","SOC 3562 - Juvenile Delinquency","SOC 3334 - American Class System","OLYMPUS HIGH SCHOOL","SKYLINE HIGH SCHOOL","BELLEVUE HIGH SCHOOL","BRIGHTON HIGH SCHOOL","EAST CARBON HIGH SCH","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","BARSTOW COLLEGE","COLLEGE OF EASTERN UTAH","DIXIE STATE COLLEGE",3140,1,1064,"PSY"
"6","1","26","0","0","0","1","34","26.0","56%","71%","68%","68%","94%","0%","12.5","53.9","66.4","3.06","3.36","3.10","Sociology","Political Science","International Studies","Business","Environmental Studies","Education","Intmd Psychology","Undeclared","Non Matriculated","Music","0%","3%","9%","88%","0%","SOC 3561 - Criminology","SOC 3140 - Social Theory","PSY 3010 - Research Methods Psych","SOC 3560 - Deviant Beh/Soc Control","SOC 3112 - Social Statistics","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","BRIGHTON HIGH SCHOOL","CLARKFIELD HIGH SCHO","COPPER HILLS HIGH SC","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","WEBER STATE UNIVERSITY","WESTMINSTER COLLEGE OF SALT LAKE CITY","AMERICAN RIVER COLLEGE",3450,1,1064,"PSY"
"90","8","81","0","0","0","3","182","21.0","48%","76%","86%","21%","84%","4%","12.7","30.5","36.9","3.00","3.53","3.26","Undeclared","Business","Education","Psychology","Sociology","Intmd Business","Pharmacy","Law","Computer Science","Chemical Engg","55%","25%","12%","8%","0%","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","PSY 1010 - General Psychology","HIST 1700 - American Civilization","MUSC 1010 - Introduction to Music","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","COTTONWOOD HIGH SCHO","SKYLINE HIGH SCHOOL","FOREIGN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY","WEBER STATE UNIVERSITY",1010,1,1068,"PSY"
"88","7","67","0","0","0","3","165","20.6","52%","70%","85%","19%","81%","8%","12.6","34.1","34.3","2.69","3.44","3.30","Undeclared","Business","Medicine","Sociology","Nursing","Education","Social Work","Psychology","Intmd Business","Intmd Psychology","54%","27%","12%","7%","0%","WRTG 2010 - Intermediate Writing","PHIL 1000 - Intro: Survey of Philosophy","HIST 1700 - American Civilization","BUS 1050 - Foundations of Business","PSY 1010 - General Psychology","BRIGHTON HIGH SCHOOL","OLYMPUS HIGH SCHOOL","EAST HIGH SCHOOL","ALTA HIGH SCHOOL","FOREIGN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","LDS BUSINESS COLLEGE","WEBER STATE UNIVERSITY",1010,2,1068,"PSY"
"8","4","39","0","0","0","0","51","23.3","47%","82%","84%","53%","96%","0%","12.7","44.5","62.5","2.89","3.37","3.11","Sociology","Undeclared","Psychology","Intmd Psychology","Political Science","Education","Medicine","Business","Mechanical Engg","International Studies","0%","12%","43%","45%","0%","SOC 3111 - Research Methods","SOC 3020 - Social Psychology","SOC 3560 - Deviant Beh/Soc Control","SOC 3337 - Sociology Of Gender","SOC 3965 - Special Topics","HIGHLAND HIGH SCHOOL","JUDGE MEMORIAL HIGH","MURRAY HIGH SCHOOL","EAST HIGH SCHOOL","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY",3140,1,1068,"PSY"
"0","0","1","0","0","0","0","1","26.0","100%","0%","100%","100%","100%","0%","15.0","77.0","49.0","3.82","0.00","3.77","Sociology",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%","0%","0%","100%","0%","HONOR 3214 - Foundations/Soc Sci","HONOR 3700 - Honors Think Tank","IS 2010 - Computer Essentials","SOC 4999 - Honors Thesis/Project","","0","0","0","0","0","SALT LAKE COMMUNITY COLLEGE",NA,NA,NA,NA,4999,1,1068,"PSY"
"83","2","62","0","0","0","2","149","21.1","58%","77%","85%","13%","87%","2%","12.9","22.8","32.4","2.80","3.46","3.22","Undeclared","Business","Psychology","Architectural Studies","Medicine","Sociology","Biomedical Engineering","Dentistry","Physical Therapy","Nursing","40%","40%","14%","7%","0%","PSY 1010 - General Psychology","CHEM 1220 - General Chemistry II","WRTG 2010 - Intermediate Writing","PHIL 1001 - Intro: Ethical Dilemmas","CHEM 1225 - General Chem Lab II","BRIGHTON HIGH SCHOOL","OLYMPUS HIGH SCHOOL","JUDGE MEMORIAL HIGH","BINGHAM HIGH SCHOOL","EAST HIGH SCHOOL","BRIGHAM YOUNG UNIVERSITY","UTAH STATE UNIVERSITY","UTAH VALLEY STATE COLLEGE","WEBER STATE UNIVERSITY","SALT LAKE COMMUNITY COLLEGE",1010,1,1074,"PSY"
"69","4","60","0","0","0","1","134","21.6","49%","81%","84%","14%","84%","2%","13.0","28.1","27.1","2.77","3.43","3.13","Undeclared","Business","Nursing","Psychology","Law","Medicine","Social Work","Biology","Communication Skills","Sociology","47%","33%","10%","10%","0%","BUS 1050 - Foundations of Business","WRTG 2010 - Intermediate Writing","PHIL 1000 - Intro: Survey of Philosophy","POLS 1100 - US National Govt","MATH 1100 - Quant Analysis","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","ST JOSEPH CATHOLIC H","MURRAY HIGH SCHOOL","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO",1010,2,1074,"PSY"
"0","0","1","0","0","0","0","1","26.0","100%","0%","100%","100%","100%","0%","15.0","77.0","61.0","3.77","0.00","3.77","Sociology",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%","0%","0%","100%","0%","MGT 3500 - Princ Of Mgt","MGT 4650 - Princ Of Quality Mgt","MKTG 4840 - Interntl Marketing","SOC 4999 - Honors Thesis/Project","","0","0","0","0","0","SALT LAKE COMMUNITY COLLEGE",NA,NA,NA,NA,4999,1,1074,"PSY"
"71","18","68","0","0","0","2","159","21.5","53%","71%","87%","30%","84%","8%","13.5","32.5","38.0","2.82","3.47","3.21","Undeclared","Business","Intmd Business","Biology","Psychology","Sociology","Education","Law","Intmd Mechanical Engg","Medicine","38%","31%","21%","10%","0%","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","MATH 1010 - Intrm Algebra","PHYS 2010 - General Physics I","PHIL 1000 - Intro: Survey of Philosophy","SKYLINE HIGH SCHOOL","BRIGHTON HIGH SCHOOL","FOREIGN HIGH SCHOOL","OLYMPUS HIGH SCHOOL","COPPER HILLS HIGH SC","UTAH VALLEY STATE COLLEGE","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","SNOW COLLEGE","DIXIE STATE COLLEGE",1010,1,1078,"PSY"
"51","6","56","0","0","0","1","114","21.4","62%","74%","88%","24%","80%","6%","13.7","34.8","33.9","2.84","3.48","3.18","Undeclared","Business","Intmd Business","Psychology","Education","Architectural Studies","Pharmacy","Mechanical Engg","Mass Communication","Medicine","51%","28%","13%","8%","0%","WRTG 2010 - Intermediate Writing","PSY 1010 - General Psychology","BUS 1050 - Foundations of Business","PHIL 1000 - Intro: Survey of Philosophy","MATH 1090 - Coll Alg Bus/Soc Sci","BRIGHTON HIGH SCHOOL","ALTA HIGH SCHOOL","EAST HIGH SCHOOL","COTTONWOOD HIGH SCHO","DAVIS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","COLLEGE OF EASTERN UTAH","COLLEGE OF THE NORTH ATLANTIC QATAR","FLORIDA COMMUNITY COLLEGE OF JACKSONVILLE",1010,2,1078,"PSY"
"67","3","57","0","0","0","0","127","20.8","54%","66%","78%","13%","83%","9%","13.5","26.3","26.3","2.61","3.41","3.08","Undeclared","Business","Medicine","Mass Communication","Sociology","Biology","Chemical Engg","Nursing","Social Work","Intmd Psychology","52%","32%","12%","4%","0%","PSY 1010 - General Psychology","IS 2010 - Computer Essentials","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","LEAP 1100 - LEAP Sem in Humanities","FOREIGN HIGH SCHOOL","OLYMPUS HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","SKYLINE HIGH SCHOOL","JUAN DIEGO CATHOLIC","SALT LAKE COMMUNITY COLLEGE","CASPER COLLEGE","COLLEGE OF EASTERN UTAH","COLLEGE OF THE CANYONS","MID-AMERICA NAZARENE COLLEGE",1010,1,1084,"PSY"
"47","8","40","0","0","0","1","96","22.1","57%","74%","89%","26%","84%","9%","13.8","36.2","31.2","2.98","3.54","3.19","Undeclared","Business","Intmd Business","Exercise & Sport Sci","Sociology","Art","Architectural Studies","Intmd Psychology","Medical Lab Science","Psychology","38%","26%","26%","10%","0%","IS 2010 - Computer Essentials","PHIL 1000 - Intro: Survey of Philosophy","MUSC 1236 - Survey Of Jazz","BUS 1050 - Foundations of Business","MUSC 2100 - Hist of Rock'n Roll","FOREIGN HIGH SCHOOL","ALTA HIGH SCHOOL","DAVIS HIGH SCHOOL","EAST HIGH SCHOOL","OLYMPUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","LDS BUSINESS COLLEGE","SOUTHERN UTAH UNIVERSITY","UNIVERSITY OF SOUTH CAROLINA - COLUMBIA",1010,2,1084,"PSY"
"4","1","21","0","0","0","0","26","25.1","35%","81%","88%","54%","85%","0%","13.7","55.7","52.6","3.01","3.26","3.00","Sociology","Psychology","Undeclared","Mass Communication","English","Spanish","History Tchg","Consumer & Community Stds","Economics","Law","0%","15%","42%","42%","0%","SOC 3365 - Ethnic Minorities Amer","SOC 3111 - Research Methods","SOC 3020 - Social Psychology","SOC 3030 - Social Structure","SOC 3741 - Sociology of Migration","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","JUDGE MEMORIAL HIGH","LACONIA HIGH SCHOOL","MURRAY HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","FLORIDA COMMUNITY COLLEGE OF JACKSONVILLE","GROSSMONT COLLEGE",3140,1,1084,"PSY"
"67","7","62","0","0","0","0","136","21.0","65%","76%","88%","18%","88%","3%","13.7","31.6","37.8","3.03","3.49","3.20","Undeclared","Business","Dentistry","Education","Sociology","Psychology","Biology","Pharmacy","Medicine","Law","43%","26%","22%","9%","0%","WRTG 2010 - Intermediate Writing","IS 2010 - Computer Essentials","BUS 1050 - Foundations of Business","MATH 1010 - Intrm Algebra","MATH 1090 - Coll Alg Bus/Soc Sci","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","WOODS CROSS HIGH SCH","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","DIXIE STATE COLLEGE","WEBER STATE UNIVERSITY","FOOTHILL COLLEGE",1010,1,1088,"PSY"
"49","3","41","0","0","0","1","94","20.0","46%","80%","89%","16%","89%","3%","13.6","29.5","29.5","2.73","3.45","3.17","Undeclared","Business","Social Work","Film Studies","Education","Psychology","Medicine","Law","Dentistry","Nursing","63%","26%","10%","2%","0%","WRTG 2010 - Intermediate Writing","PSY 1010 - General Psychology","PHIL 1000 - Intro: Survey of Philosophy","MUSC 1010 - Introduction to Music","BUS 1050 - Foundations of Business","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","JORDAN HIGH SCHOOL","HIGHLAND HIGH SCHOOL","JUAN DIEGO CATHOLIC","SALT LAKE COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","LDS BUSINESS COLLEGE","WEBER STATE UNIVERSITY",1010,2,1088,"PSY"
"80","6","50","0","0","0","2","138","21.6","64%","77%","86%","17%","93%","4%","13.6","31.3","32.3","2.85","3.45","3.32","Undeclared","Business","Medicine","Sociology","Biology","Education","Social Work","Psychology","Architectural Studies","Intmd Psychology","36%","31%","23%","9%","0%","IS 2010 - Computer Essentials","MATH 1090 - Coll Alg Bus/Soc Sci","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","PHIL 1000 - Intro: Survey of Philosophy","BRIGHTON HIGH SCHOOL","BINGHAM HIGH SCHOOL","SKYLINE HIGH SCHOOL","DAVIS HIGH SCHOOL","EAST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","COLLEGE OF EASTERN UTAH","WESTMINSTER COLLEGE OF SALT LAKE CITY","BRIGHAM YOUNG UNIVERSITY","CASTLETON STATE COLLEGE",1010,1,1094,"PSY"
"131","13","97","0","0","0","2","243","21.1","60%","70%","85%","16%","78%","3%","13.4","30.7","29.1","2.82","3.36","3.10","Undeclared","Business","Intmd Business","Sociology","Medicine","Nursing","Social Work","Political Science","Law","Biology","48%","33%","12%","7%","0%","IS 2010 - Computer Essentials","WRTG 2010 - Intermediate Writing","MATH 1010 - Intrm Algebra","PSY 1010 - General Psychology","MATH 1090 - Coll Alg Bus/Soc Sci","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","PARK CITY HIGH SCHOO","COTTONWOOD HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","LDS BUSINESS COLLEGE",1010,2,1094,"PSY"
"5","4","38","0","0","0","1","48","26.1","52%","75%","81%","58%","96%","2%","13.3","50.4","60.0","3.05","3.34","3.15","Sociology","Psychology","Intmd Psychology","Political Science","Mass Communication","SS Behav Science & Health","Human Develop & Family Std","Medicine","English","Undeclared","2%","17%","23%","58%","0%","SOC 3561 - Criminology","SOC 3020 - Social Psychology","SOC 3365 - Ethnic Minorities Amer","SOC 3560 - Deviant Beh/Soc Control","SOC 1015 - Intro to Data Analysis","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","ALEXANDER SCHOOL THE","ALTA HIGH SCHOOL","BINGHAM HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","UTAH STATE UNIVERSITY","CUNY HUNTER COLLEGE","IDAHO STATE UNIVERSITY",3140,1,1094,"PSY"
"117","19","91","0","0","0","4","231","20.7","57%","69%","85%","19%","81%","7%","13.2","30.7","34.0","2.84","3.45","3.21","Undeclared","Business","Intmd Business","Medicine","Education","Social Work","Psychology","Intmd Psychology","Biology","Law","56%","25%","13%","6%","0%","WRTG 2010 - Intermediate Writing","IS 2010 - Computer Essentials","MUSC 1010 - Introduction to Music","NUTR 1020 - Sci Fndtn Nutr & Health","BUS 1050 - Foundations of Business","BRIGHTON HIGH SCHOOL","HIGHLAND HIGH SCHOOL","SKYLINE HIGH SCHOOL","EAST HIGH SCHOOL","FOREIGN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","ARIZONA STATE UNIVERSITY","BAYLOR UNIVERSITY","UTAH STATE UNIVERSITY",1010,1,1098,"PSY"
"71","13","65","0","0","0","2","151","20.7","52%","70%","91%","19%","83%","7%","13.8","32.0","29.9","2.81","3.49","3.27","Undeclared","Business","Intmd Business","Education","Sociology","Psychology","Medicine","Intmd Psychology","Exercise & Sport Sci","Biology","53%","31%","6%","10%","0%","IS 2010 - Computer Essentials","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","MATH 1010 - Intrm Algebra","MATH 1090 - Coll Alg Bus/Soc Sci","EAST HIGH SCHOOL","SKYLINE HIGH SCHOOL","FOREIGN HIGH SCHOOL","ALTA HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","LDS BUSINESS COLLEGE","BRIGHAM YOUNG UNIVERSITY",1010,2,1098,"PSY"
